financial_id,order_id,cogs,operational_expenses,other_expenses,total_revenue,profit,financial_date,taxes_paid,discount_given
FIN008205,ORD008205,236,3365,551,6874,4678,2023-02-01,159,153
FIN008206,ORD008206,490,2110,1242,6065,7511,2023-03-31,190,225
FIN008207,ORD008207,770,1760,2598,3776,-465,2023-01-18,392,243
FIN008208,ORD008208,661,1699,2402,7989,2190,2023-08-05,297,126
FIN008209,ORD008209,222,843,793,8075,853,2024-02-17,339,7
FIN008210,ORD008210,598,2773,843,4403,1420,2024-06-12,55,46
FIN008211,ORD008211,651,1494,2267,5185,1485,2024-02-15,434,22
FIN008212,ORD008212,733,1897,2354,1972,2640,2023-05-01,465,190
FIN008213,ORD008213,233,3694,2330,5726,1536,2023-11-01,109,67
FIN008214,ORD008214,921,965,964,8042,6454,2023-06-22,479,215
FIN008215,ORD008215,560,2951,1089,9579,135,2024-12-05,229,291
FIN008216,ORD008216,713,1609,881,4967,5538,2023-07-23,469,172
FIN008217,ORD008217,174,819,2649,1497,475,2023-08-28,213,199
FIN008218,ORD008218,929,2721,1133,4412,2857,2023-02-16,296,41
FIN008219,ORD008219,345,1669,2697,3023,4034,2023-03-31,248,264
FIN008220,ORD008220,217,4191,1737,6384,8488,2023-09-24,224,24
FIN008221,ORD008221,593,2313,2498,4147,5654,2024-01-08,184,10
FIN008222,ORD008222,347,2148,2038,7092,7416,2023-10-16,494,190
FIN008223,ORD008223,317,4704,2258,7460,-79,2023-09-27,412,43
FIN008224,ORD008224,359,887,2662,789,8866,2024-05-30,123,277
FIN008225,ORD008225,151,3374,714,7248,7032,2023-05-18,54,252
FIN008226,ORD008226,699,1467,2488,8310,5573,2023-12-09,34,55
FIN008227,ORD008227,844,956,344,3562,4624,2024-06-07,204,267
FIN008228,ORD008228,719,1996,2604,1041,-310,2024-11-20,179,152
FIN008229,ORD008229,194,4101,2234,6926,4427,2023-10-23,215,194
FIN008230,ORD008230,715,4789,2922,6366,4390,2023-06-20,287,179
FIN008231,ORD008231,578,690,1938,6711,4080,2024-06-04,213,189
FIN008232,ORD008232,746,3738,528,4434,7810,2023-04-09,24,190
FIN008233,ORD008233,225,4570,818,3803,3960,2023-06-25,406,205
FIN008234,ORD008234,934,4738,1043,531,358,2023-02-17,298,89
FIN008235,ORD008235,695,4913,2007,1669,368,2023-01-22,104,165
FIN008236,ORD008236,570,3758,2038,7754,4987,2023-04-17,391,270
FIN008237,ORD008237,400,3899,699,3396,7221,2023-01-26,323,124
FIN008238,ORD008238,697,1692,248,4888,8568,2024-06-14,452,135
FIN008239,ORD008239,301,1914,708,8406,688,2024-04-25,136,255
FIN008240,ORD008240,678,611,378,1353,4499,2023-09-10,173,246
FIN008241,ORD008241,799,877,834,1666,1408,2024-09-06,47,219
FIN008242,ORD008242,542,866,1856,5328,7172,2023-06-16,43,126
FIN008243,ORD008243,831,3340,1369,2662,6249,2023-11-16,80,169
FIN008244,ORD008244,190,3935,210,4121,6001,2023-05-08,83,274
FIN008245,ORD008245,251,1188,1828,4076,5610,2024-07-23,230,106
FIN008246,ORD008246,854,1828,427,8825,4413,2023-06-27,499,23
FIN008247,ORD008247,568,1386,784,772,6152,2023-10-16,112,72
FIN008248,ORD008248,104,3831,1369,5522,-388,2024-03-31,371,203
FIN008249,ORD008249,125,3942,2157,663,1386,2024-12-08,259,86
FIN008250,ORD008250,941,2614,2656,3822,6185,2024-03-20,328,120
FIN008251,ORD008251,868,2688,385,7081,710,2024-07-22,418,134
FIN008252,ORD008252,294,2080,2574,7563,3383,2024-06-27,171,259
FIN008253,ORD008253,658,3980,1762,5290,5224,2024-06-03,285,273
FIN008254,ORD008254,848,2829,721,7915,6070,2023-01-03,300,102
FIN008255,ORD008255,576,993,1776,6556,7025,2024-03-28,369,219
FIN008256,ORD008256,974,3087,2304,2950,6748,2023-05-08,203,206
FIN008257,ORD008257,207,4824,431,2862,7105,2023-12-29,353,49
FIN008258,ORD008258,410,1620,2909,3186,7431,2024-10-03,210,292
FIN008259,ORD008259,392,1561,2533,1036,1661,2024-03-28,163,150
FIN008260,ORD008260,257,4512,848,4292,2592,2023-10-08,175,221
FIN008261,ORD008261,434,3475,136,7240,383,2024-04-25,195,121
FIN008262,ORD008262,524,1171,2116,1763,3563,2023-08-29,64,248
FIN008263,ORD008263,418,2361,788,7006,2592,2024-09-17,78,54
FIN008264,ORD008264,775,2125,1232,8850,3846,2023-11-14,275,150
FIN008265,ORD008265,767,3507,159,8671,6116,2023-09-28,208,285
FIN008266,ORD008266,542,3415,2741,9182,3933,2024-01-03,481,67
FIN008267,ORD008267,348,1978,1197,8765,8949,2023-12-23,34,119
FIN008268,ORD008268,345,4501,647,5766,1932,2024-03-10,390,246
FIN008269,ORD008269,569,658,1038,7236,5537,2023-12-11,245,12
FIN008270,ORD008270,110,1395,1458,666,8601,2024-07-05,22,86
FIN008271,ORD008271,484,3729,2072,2071,6159,2024-09-04,306,247
FIN008272,ORD008272,471,2650,700,5979,44,2023-08-31,248,273
FIN008273,ORD008273,708,3190,1520,7548,5807,2024-10-09,58,71
FIN008274,ORD008274,769,3101,1892,9188,3273,2023-07-11,378,44
FIN008275,ORD008275,283,3043,2834,6342,4205,2023-11-19,446,226
FIN008276,ORD008276,358,3201,816,8179,1387,2023-06-23,42,175
FIN008277,ORD008277,209,4249,634,3802,3624,2023-01-21,176,69
FIN008278,ORD008278,332,4935,840,4467,5960,2023-11-21,130,277
FIN008279,ORD008279,535,1900,1183,9423,2200,2024-04-26,262,252
FIN008280,ORD008280,823,2962,2362,6624,8525,2024-09-26,138,242
FIN008281,ORD008281,874,1109,1370,9329,673,2023-02-20,454,275
FIN008282,ORD008282,159,1939,1065,1612,8288,2023-01-26,47,247
FIN008283,ORD008283,446,2499,1023,8834,2039,2023-07-25,293,181
FIN008284,ORD008284,877,3970,1015,8473,7420,2023-12-02,463,208
FIN008285,ORD008285,171,1376,410,4969,4921,2024-11-11,67,254
FIN008286,ORD008286,479,2780,968,6436,6284,2023-10-09,186,50
FIN008287,ORD008287,895,2192,2188,1368,1301,2024-03-13,84,13
FIN008288,ORD008288,203,3265,1744,4496,8398,2023-09-05,125,26
FIN008289,ORD008289,856,1736,1967,4386,1056,2023-02-05,123,273
FIN008290,ORD008290,440,3230,1747,5272,-181,2023-08-11,63,247
FIN008291,ORD008291,939,4007,1604,7479,-22,2023-06-15,192,66
FIN008292,ORD008292,504,4869,1124,2917,2035,2023-09-05,153,4
FIN008293,ORD008293,776,4022,382,930,4817,2023-10-08,161,156
FIN008294,ORD008294,436,1431,2385,3725,4520,2023-05-02,163,235
FIN008295,ORD008295,950,1933,368,9993,4117,2023-05-08,32,269
FIN008296,ORD008296,419,3204,2025,4437,5646,2023-08-06,405,141
FIN008297,ORD008297,864,971,1701,9620,3655,2023-07-09,14,135
FIN008298,ORD008298,910,1865,1549,6654,-43,2023-02-23,225,74
FIN008299,ORD008299,251,3415,1286,7338,3855,2023-02-20,267,162
FIN008300,ORD008300,213,1798,1587,8066,4625,2023-05-03,278,4
FIN008301,ORD008301,557,2979,487,2182,4770,2023-08-01,486,187
FIN008302,ORD008302,545,4282,670,8130,6,2023-08-02,126,234
FIN008303,ORD008303,345,3920,2432,4209,5284,2023-02-15,359,218
FIN008304,ORD008304,464,4036,1721,6882,6891,2023-10-06,54,58
FIN008305,ORD008305,476,1551,956,7062,8245,2024-03-26,452,102
FIN008306,ORD008306,835,4564,595,7041,6558,2023-09-18,150,86
FIN008307,ORD008307,678,2807,365,638,6268,2023-08-21,38,38
FIN008308,ORD008308,817,4096,2649,8807,2380,2023-02-13,266,177
FIN008309,ORD008309,200,4916,2407,6690,4167,2023-08-24,275,95
FIN008310,ORD008310,314,2007,139,9193,2919,2024-08-29,174,172
FIN008311,ORD008311,509,4897,381,4161,8406,2024-07-28,380,239
FIN008312,ORD008312,831,1724,533,4637,4856,2024-09-16,407,182
FIN008313,ORD008313,955,1630,370,3886,-11,2024-11-02,167,73
FIN008314,ORD008314,681,1795,1339,965,541,2024-07-17,74,114
FIN008315,ORD008315,588,1090,2287,1611,3602,2023-10-11,127,87
FIN008316,ORD008316,783,4078,1233,6097,5481,2024-09-01,356,203
FIN008317,ORD008317,373,665,1000,7024,3704,2023-05-26,369,95
FIN008318,ORD008318,629,1855,1558,5848,4967,2023-10-03,89,141
FIN008319,ORD008319,685,4327,1079,9537,507,2024-06-08,204,248
FIN008320,ORD008320,317,1806,1561,5597,6399,2023-04-03,165,205
FIN008321,ORD008321,376,4136,2553,7319,925,2023-09-19,159,73
FIN008322,ORD008322,512,4890,1436,7774,6860,2023-05-02,184,269
FIN008323,ORD008323,530,4119,1212,9884,8811,2023-09-16,361,262
FIN008324,ORD008324,427,604,1048,1316,1257,2024-01-15,431,152
FIN008325,ORD008325,557,703,2885,6225,4648,2023-04-11,325,53
FIN008326,ORD008326,163,4332,740,9604,4817,2023-12-09,475,95
FIN008327,ORD008327,438,2897,684,4179,8380,2024-05-11,84,53
FIN008328,ORD008328,399,2015,1086,8678,5099,2023-07-11,267,17
FIN008329,ORD008329,791,3277,1141,2623,7150,2024-08-24,317,175
FIN008330,ORD008330,377,3633,676,9562,1121,2024-10-12,58,75
FIN008331,ORD008331,933,4346,2592,3007,620,2024-05-18,156,245
FIN008332,ORD008332,369,1237,226,2563,1798,2024-08-01,309,207
FIN008333,ORD008333,780,4337,1585,4497,1287,2023-03-20,143,169
FIN008334,ORD008334,998,1590,1372,8554,-424,2023-03-29,72,83
FIN008335,ORD008335,238,671,1795,7374,7974,2024-07-03,358,145
FIN008336,ORD008336,114,2002,1334,516,4606,2023-02-07,29,105
FIN008337,ORD008337,648,4492,1418,3916,1061,2024-05-30,322,104
FIN008338,ORD008338,586,1314,1909,9915,1451,2024-03-02,126,258
FIN008339,ORD008339,926,1592,1874,9157,6702,2023-08-15,252,0
FIN008340,ORD008340,283,3773,1440,8461,8708,2023-10-27,330,109
FIN008341,ORD008341,471,1844,2161,4912,6582,2024-04-09,149,56
FIN008342,ORD008342,134,2232,728,8806,8103,2023-10-04,157,138
FIN008343,ORD008343,771,2067,2753,8456,8467,2022-12-22,298,250
FIN008344,ORD008344,764,2732,2512,6812,7187,2024-06-15,461,234
FIN008345,ORD008345,130,4683,171,746,2496,2024-05-27,124,25
FIN008346,ORD008346,819,1701,2749,8874,2570,2024-03-10,25,194
FIN008347,ORD008347,521,2351,2723,7229,6434,2023-10-21,221,42
FIN008348,ORD008348,392,2437,206,3252,1831,2023-02-15,471,126
FIN008349,ORD008349,970,4951,798,9706,5688,2024-08-05,391,267
FIN008350,ORD008350,140,3727,1018,4155,799,2023-09-03,320,257
FIN008351,ORD008351,704,4631,2392,6372,1244,2024-05-14,159,121
FIN008352,ORD008352,806,4329,1555,3756,637,2023-11-21,127,295
FIN008353,ORD008353,486,2264,2384,3862,2222,2023-12-22,388,101
FIN008354,ORD008354,507,3640,1702,523,617,2024-06-14,377,7
FIN008355,ORD008355,737,2485,552,2975,1887,2024-01-28,415,221
FIN008356,ORD008356,403,1290,2597,7655,150,2024-11-02,115,244
FIN008357,ORD008357,764,4260,1549,9412,3141,2023-05-25,466,252
FIN008358,ORD008358,478,4193,2106,2222,5701,2022-12-16,136,89
FIN008359,ORD008359,193,2738,1764,1921,7634,2023-04-21,275,259
FIN008360,ORD008360,317,2927,2021,6827,4199,2024-05-13,248,138
FIN008361,ORD008361,121,4042,1364,7513,1434,2023-02-09,171,271
FIN008362,ORD008362,752,3004,1538,8100,3786,2023-11-21,226,81
FIN008363,ORD008363,596,3354,1516,3072,4675,2023-03-04,349,220
FIN008364,ORD008364,461,2095,160,1440,3487,2024-03-22,468,16
FIN008365,ORD008365,565,1057,480,6598,4056,2024-02-15,439,85
FIN008366,ORD008366,703,3776,2458,4958,4854,2024-12-03,114,80
FIN008367,ORD008367,927,3055,1514,8092,1223,2022-12-26,231,249
FIN008368,ORD008368,442,2196,2906,2657,7280,2024-07-01,426,191
FIN008369,ORD008369,999,2444,607,1226,3126,2024-01-13,273,264
FIN008370,ORD008370,384,4703,2150,7190,-422,2024-01-06,185,129
FIN008371,ORD008371,326,4242,1376,5653,5431,2024-03-25,203,234
FIN008372,ORD008372,916,3961,2808,3022,6180,2023-01-18,36,15
FIN008373,ORD008373,123,2335,839,7769,4318,2023-01-04,199,96
FIN008374,ORD008374,212,2177,784,1043,6448,2024-11-17,207,138
FIN008375,ORD008375,163,2295,2503,4965,3272,2024-06-19,164,171
FIN008376,ORD008376,627,3633,212,2409,945,2023-03-27,178,279
FIN008377,ORD008377,613,517,2379,8630,7198,2024-06-27,93,131
FIN008378,ORD008378,539,1869,1049,8079,920,2023-04-23,291,185
FIN008379,ORD008379,263,2260,310,2327,101,2023-09-14,160,45
FIN008380,ORD008380,531,2678,1714,8887,8788,2024-07-14,78,244
FIN008381,ORD008381,918,4784,2347,8409,6629,2024-06-18,220,276
FIN008382,ORD008382,846,1300,1110,9043,1604,2024-12-09,75,138
FIN008383,ORD008383,301,3416,1292,841,7789,2022-12-27,85,106
FIN008384,ORD008384,945,4919,2806,8773,-401,2024-10-04,192,230
FIN008385,ORD008385,791,4379,2763,1944,7844,2023-04-15,206,72
FIN008386,ORD008386,913,2550,1274,8605,1169,2023-07-09,46,260
FIN008387,ORD008387,382,2784,2235,8745,6876,2024-10-08,17,1
FIN008388,ORD008388,543,1727,1019,7301,958,2024-05-21,315,37
FIN008389,ORD008389,132,1159,2084,8399,1199,2023-07-28,418,0
FIN008390,ORD008390,148,3083,827,7932,3727,2023-05-31,298,200
FIN008391,ORD008391,952,3803,2382,9066,1680,2023-06-18,283,77
FIN008392,ORD008392,776,2238,745,6917,1983,2023-06-11,208,172
FIN008393,ORD008393,310,4319,1310,1629,7263,2023-01-20,121,205
FIN008394,ORD008394,417,904,644,2252,4338,2024-03-10,249,184
FIN008395,ORD008395,647,3134,2206,9460,4409,2023-10-28,29,295
FIN008396,ORD008396,245,4581,766,9056,7620,2024-03-29,195,246
FIN008397,ORD008397,977,4355,2745,1837,2800,2024-12-07,203,280
FIN008398,ORD008398,137,4690,2125,9182,4318,2024-09-08,183,282
FIN008399,ORD008399,276,3209,1136,6920,4235,2023-10-29,116,168
FIN008400,ORD008400,787,1845,1026,6153,1429,2023-10-09,25,5
FIN008401,ORD008401,594,2711,1570,9229,5183,2024-07-04,479,230
FIN008402,ORD008402,689,3368,421,6572,7042,2024-09-28,191,272
FIN008403,ORD008403,909,2606,1343,9835,1571,2023-02-28,367,164
FIN008404,ORD008404,436,1224,1885,9569,6062,2023-12-10,416,242
FIN008405,ORD008405,701,1541,534,2064,7600,2023-06-05,43,132
FIN008406,ORD008406,355,1335,2502,3689,2564,2024-09-05,180,154
FIN008407,ORD008407,702,1669,2259,5399,4782,2023-08-18,40,245
FIN008408,ORD008408,101,2328,935,4836,1203,2023-05-22,148,82
FIN008409,ORD008409,151,1425,2160,1536,3261,2024-08-15,313,170
FIN008410,ORD008410,817,4572,281,7790,1176,2023-04-25,361,248
FIN008411,ORD008411,643,1939,2370,8694,8596,2024-05-12,224,192
FIN008412,ORD008412,626,1887,2759,3534,6075,2024-11-05,109,177
FIN008413,ORD008413,416,3431,408,5904,2327,2023-08-06,128,232
FIN008414,ORD008414,560,3915,1027,4452,1808,2023-09-26,80,189
FIN008415,ORD008415,890,3093,2815,1354,2123,2023-06-20,20,179
FIN008416,ORD008416,804,704,1919,3299,-149,2023-04-29,131,15
FIN008417,ORD008417,539,1788,2031,6583,5250,2023-08-02,410,81
FIN008418,ORD008418,460,4591,842,1838,8171,2024-03-16,306,113
FIN008419,ORD008419,161,2984,334,5976,3130,2024-05-24,480,174
FIN008420,ORD008420,129,799,607,6147,7858,2023-11-16,437,23
FIN008421,ORD008421,788,1962,2520,877,4095,2024-05-17,17,224
FIN008422,ORD008422,291,4930,345,1145,6509,2023-09-25,426,128
FIN008423,ORD008423,181,4667,2077,7828,-20,2024-03-21,213,77
FIN008424,ORD008424,390,2350,890,3286,3417,2023-07-13,76,253
FIN008425,ORD008425,576,1868,1527,1978,1152,2023-02-19,471,85
FIN008426,ORD008426,589,4858,2404,667,7740,2023-11-14,297,8
FIN008427,ORD008427,645,1466,813,3624,4851,2024-01-14,99,19
FIN008428,ORD008428,907,1100,478,4028,4696,2023-11-19,86,291
FIN008429,ORD008429,739,3666,1819,4305,5560,2023-03-14,356,95
FIN008430,ORD008430,263,1348,835,8856,6275,2022-12-20,157,38
FIN008431,ORD008431,611,1108,1731,861,1544,2023-04-12,303,152
FIN008432,ORD008432,937,3022,838,1882,5327,2023-08-24,48,248
FIN008433,ORD008433,667,1271,2700,2299,-245,2024-01-29,101,26
FIN008434,ORD008434,215,749,1970,5748,8833,2023-12-06,294,188
FIN008435,ORD008435,679,914,2796,2550,8315,2024-06-29,444,266
FIN008436,ORD008436,339,3340,1845,4695,7724,2023-08-15,471,246
FIN008437,ORD008437,880,4404,561,7534,8585,2023-04-27,394,21
FIN008438,ORD008438,172,2356,598,3590,6458,2024-08-12,252,92
FIN008439,ORD008439,719,1826,353,4336,6537,2024-09-04,160,243
FIN008440,ORD008440,964,4232,472,5689,445,2023-10-04,309,101
FIN008441,ORD008441,481,1610,1890,8659,8019,2023-10-06,344,99
FIN008442,ORD008442,360,695,1950,9531,961,2023-06-28,423,157
FIN008443,ORD008443,590,3992,1299,5540,4966,2023-10-26,161,148
FIN008444,ORD008444,721,3748,2236,1858,5224,2024-08-26,342,21
FIN008445,ORD008445,592,4102,2212,905,5497,2024-05-22,228,51
FIN008446,ORD008446,200,1465,957,9847,5203,2024-05-10,109,191
FIN008447,ORD008447,236,807,2842,7441,7478,2023-11-18,79,73
FIN008448,ORD008448,238,1930,119,4912,5883,2023-05-24,124,257
FIN008449,ORD008449,576,2495,509,6491,5688,2023-12-31,376,73
FIN008450,ORD008450,138,2275,2975,5323,388,2023-08-21,448,258
FIN008451,ORD008451,960,656,1535,4849,8679,2023-11-04,302,164
FIN008452,ORD008452,114,758,2135,8538,4166,2024-01-27,478,109
FIN008453,ORD008453,976,1250,2070,3116,1019,2024-05-21,138,47
FIN008454,ORD008454,677,1389,2417,5922,6595,2023-09-19,252,230
FIN008455,ORD008455,992,3043,860,5047,768,2023-01-16,236,135
FIN008456,ORD008456,650,1614,2377,6265,1498,2023-10-20,304,50
FIN008457,ORD008457,871,2976,753,7432,4924,2023-12-26,330,108
FIN008458,ORD008458,553,1636,342,1371,5068,2024-08-25,353,74
FIN008459,ORD008459,844,4468,2299,8698,1969,2024-07-11,444,273
FIN008460,ORD008460,138,827,1417,6295,8343,2023-09-29,339,53
FIN008461,ORD008461,210,3761,953,2243,5977,2024-02-11,345,110
FIN008462,ORD008462,392,2751,652,2677,4792,2023-10-17,317,24
FIN008463,ORD008463,362,1380,1446,1335,3430,2024-06-24,223,243
FIN008464,ORD008464,998,2348,1879,6555,8714,2023-08-01,342,118
FIN008465,ORD008465,294,2837,2590,6571,8986,2024-07-05,396,225
FIN008466,ORD008466,584,3942,1820,631,6851,2023-05-04,58,267
FIN008467,ORD008467,256,2961,1864,3020,6345,2024-05-03,482,226
FIN008468,ORD008468,916,3130,2995,3769,-211,2023-11-11,400,192
FIN008469,ORD008469,271,3769,2541,796,3783,2023-11-24,350,151
FIN008470,ORD008470,800,4437,1540,6850,7961,2023-04-25,391,46
FIN008471,ORD008471,805,3807,1875,7587,5473,2023-10-15,118,198
FIN008472,ORD008472,612,839,2816,8502,6426,2023-03-20,33,52
FIN008473,ORD008473,961,1921,1045,4516,1418,2024-07-18,371,144
FIN008474,ORD008474,791,2201,1020,3736,7589,2024-03-09,320,10
FIN008475,ORD008475,671,2767,375,1801,1849,2024-11-14,272,39
FIN008476,ORD008476,496,3821,1093,9537,3736,2024-03-05,73,65
FIN008477,ORD008477,516,1237,1660,1944,2787,2023-04-13,343,246
FIN008478,ORD008478,119,4849,483,9457,3829,2024-10-23,167,187
FIN008479,ORD008479,408,870,1686,8117,1225,2023-10-29,102,227
FIN008480,ORD008480,162,4642,1017,8029,-216,2023-10-05,460,169
FIN008481,ORD008481,738,2370,896,6062,4709,2024-04-19,331,34
FIN008482,ORD008482,755,1015,756,647,6676,2023-12-07,54,34
FIN008483,ORD008483,377,1324,882,8812,2104,2024-02-14,279,46
FIN008484,ORD008484,973,641,567,9482,4445,2023-01-13,43,85
FIN008485,ORD008485,530,1530,1605,5962,3217,2024-10-17,217,87
FIN008486,ORD008486,711,4487,1099,948,6549,2023-07-23,455,126
FIN008487,ORD008487,501,607,2916,9408,8187,2023-06-02,486,291
FIN008488,ORD008488,361,3554,1691,9298,264,2024-04-24,316,148
FIN008489,ORD008489,501,1138,1166,1250,6921,2023-05-30,29,217
FIN008490,ORD008490,175,3914,1124,550,1585,2023-11-30,284,88
FIN008491,ORD008491,551,3800,1826,5339,938,2024-06-15,465,292
FIN008492,ORD008492,140,4744,320,6515,5832,2024-07-12,54,25
FIN008493,ORD008493,106,3388,1081,8749,2481,2023-12-15,33,198
FIN008494,ORD008494,463,3110,2680,8380,3165,2024-03-21,394,24
FIN008495,ORD008495,666,4555,2372,8819,-29,2023-10-04,38,194
FIN008496,ORD008496,423,3674,1655,6665,2145,2024-10-22,80,276
FIN008497,ORD008497,824,2251,2613,8782,774,2023-06-05,434,70
FIN008498,ORD008498,999,1586,799,7388,540,2022-12-18,11,84
FIN008499,ORD008499,308,3792,2558,6806,3206,2023-09-22,435,276
FIN008500,ORD008500,782,840,676,675,405,2024-04-21,390,14
FIN008501,ORD008501,286,3833,935,668,4214,2023-04-22,126,125
FIN008502,ORD008502,190,4133,319,9947,1308,2023-07-29,216,117
FIN008503,ORD008503,585,1936,1169,5967,8647,2023-06-21,269,252
FIN008504,ORD008504,812,4946,1775,9914,5301,2024-04-23,388,158
FIN008505,ORD008505,590,3668,1861,8396,5922,2024-07-16,49,26
FIN008506,ORD008506,526,2274,623,9389,2830,2024-02-28,142,272
FIN008507,ORD008507,576,4736,1378,4948,5499,2024-01-14,135,249
FIN008508,ORD008508,775,1402,1684,727,6478,2023-05-02,171,54
FIN008509,ORD008509,557,2095,2357,2575,8694,2024-03-30,224,267
FIN008510,ORD008510,922,940,167,9498,8947,2023-01-21,94,260
FIN008511,ORD008511,527,1493,1225,8387,2191,2024-04-21,93,56
FIN008512,ORD008512,761,3295,1052,2403,3028,2024-07-28,359,78
FIN008513,ORD008513,945,2075,476,1703,5773,2023-06-09,68,85
FIN008514,ORD008514,198,4732,1566,8625,8890,2024-06-24,186,134
FIN008515,ORD008515,356,500,1205,6112,2921,2024-04-18,215,131
FIN008516,ORD008516,133,4404,485,9910,6131,2024-07-24,402,38
FIN008517,ORD008517,216,4432,1374,3179,-194,2024-05-27,77,187
FIN008518,ORD008518,978,3823,1154,4714,5560,2024-02-24,181,80
FIN008519,ORD008519,471,1768,695,1542,176,2023-09-25,238,168
FIN008520,ORD008520,144,1031,2340,3462,3108,2023-01-06,124,286
FIN008521,ORD008521,780,4770,2821,5319,6013,2024-03-17,458,259
FIN008522,ORD008522,569,2625,910,7681,6236,2023-01-30,458,252
FIN008523,ORD008523,508,1412,2246,889,4220,2024-10-21,141,247
FIN008524,ORD008524,113,3959,2468,2066,18,2024-07-09,439,211
FIN008525,ORD008525,322,4450,1367,9107,-320,2023-01-23,179,291
FIN008526,ORD008526,524,2125,703,1284,2442,2024-06-17,279,181
FIN008527,ORD008527,873,3997,295,5069,7901,2023-06-20,480,222
FIN008528,ORD008528,472,2496,1552,2124,5383,2024-06-14,421,195
FIN008529,ORD008529,467,2802,1830,6716,5657,2023-07-23,259,184
FIN008530,ORD008530,141,916,692,9127,8689,2023-12-02,457,283
FIN008531,ORD008531,810,2461,2486,5321,2981,2024-06-02,388,157
FIN008532,ORD008532,895,4425,347,6718,-366,2023-12-07,358,267
FIN008533,ORD008533,191,1234,1825,1935,1994,2024-03-24,484,181
FIN008534,ORD008534,898,2931,1864,1841,4880,2024-07-03,196,114
FIN008535,ORD008535,798,2484,1571,9788,8809,2024-04-15,303,39
FIN008536,ORD008536,395,4827,2487,7009,7780,2024-09-19,297,207
FIN008537,ORD008537,547,4474,1455,9134,8079,2023-06-03,276,189
FIN008538,ORD008538,856,2491,2864,6090,2907,2023-02-11,335,34
FIN008539,ORD008539,205,3597,2065,6057,8738,2024-06-20,388,182
FIN008540,ORD008540,336,1423,462,7475,7647,2023-06-10,65,174
FIN008541,ORD008541,789,2650,921,6303,6448,2023-01-14,117,298
FIN008542,ORD008542,101,694,2194,3373,7280,2023-10-08,378,74
FIN008543,ORD008543,919,1570,655,8984,597,2023-01-29,481,5
FIN008544,ORD008544,942,3469,1285,3263,143,2024-06-11,258,53
FIN008545,ORD008545,670,3377,409,5787,1999,2023-01-02,127,265
FIN008546,ORD008546,563,1827,1951,1323,-456,2024-02-27,103,103
FIN008547,ORD008547,335,4244,2860,6998,4291,2024-10-24,480,78
FIN008548,ORD008548,225,4807,2569,9648,4291,2024-12-05,310,48
FIN008549,ORD008549,235,4046,1908,2952,6664,2024-06-07,15,72
FIN008550,ORD008550,896,1518,1549,1234,7699,2024-08-22,391,286
